rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
575,opcionempleo::jobadar9ac0602bc5dd14adb0019ab5b285e549,opcionempleo,Analista de Compras (Núñez),Grupo Tergolaf,Compras / Procurement,"Nuñez, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar9ac0602bc5dd14adb0019ab5b285e549,0.04349633343437324,es
576,bumeran::1118164481,bumeran,Analista de Compras en Recoleta,Adecco - Permanent Talent,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-en-recoleta-adecco-permanent-talent-1118164481.html,0.043440635788616185,es
577,opcionempleo::jobadar30fab460ea409dff4c666e449b4f644d,opcionempleo,Jefe de Business Intelligence (Bi) (Buenos Aires),Hucap,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar30fab460ea409dff4c666e449b4f644d,0.043239831060275444,es
578,opcionempleo::579749,opcionempleo,Sr Python Developer (Buenos Aires),KIU System Solutions,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8cf4c15a579749f65a161728403920fd,0.043126198928881275,es
579,linkedin::4398977585,linkedin,Senior Backend Engineer MS050KA,Coderio | Software Company,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4398977585,0.04292029315254981,es
580,bumeran::1118217227,bumeran,Sub Gerente de Operaciones,Confidencial,Gerente de Operaciones,CABA,Presencial,https://www.bumeran.com.ar/empleos/sub-gerente-de-operaciones-1118217227.html,0.04288659263355412,es
581,opcionempleo::04176,opcionempleo,GERENTE DE COMPRAS PARA CATEGORÃ AS DE MODA - RECONOCIDA EMPRESA DE RETAIL. (Buenos Aires),Fashion RH,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar77a30e7a55e8a6894ae049c04176fbeb,0.042880804362826985,es
582,opcionempleo::348245,opcionempleo,Sub Gerente de Operaciones,,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6e2ad28c348245dccade56e9462e5333,0.04265257404154219,es
583,opcionempleo::64906,opcionempleo,Ingeniero/programador en Automatización y Control (Mendoza),John Wood Group,Ingeniero Industrial,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar5add0c9eac97c318f64906e105240fee,0.04264807874843217,es
584,opcionempleo::248861901,opcionempleo,Sub Gerente de Operaciones Hoteleria,,Gerente de Operaciones,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ard04eb4efd9dea7b248861901a67312f9,0.042631050925108965,es
585,opcionempleo::077010,opcionempleo,Control De Gestión Para Obras Mendoza (Argentina),Perfil Humano,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9a1d17ef145d9cefd077010b1cdb5feb,0.04255323779078504,es
586,opcionempleo::94654,opcionempleo,Control de Gestión para Obras (Mendoza),Perfil Humano,Control de Gestión,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar94654c3e31555dd26338b1b8361c6106,0.04255323779078504,es
587,workana::desarrollo-de-sistema-de-automatizacion-de-respuestas-por-whatsapp-con-inteligencia-artificial-2,workana,Desarrollo de Sistema de Automatización de Respuestas por Whatsapp con Inteligencia Artificial,Freelancer M. V.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sistema-de-automatizacion-de-respuestas-por-whatsapp-con-inteligencia-artificial-2,0.04253283443386953,es
588,opcionempleo::724986,opcionempleo,TÃ©cnico QuÃmico - Planta Industrial Para Importante Empresa Alimenticia (Marcos Paz),FS SelecciA3n de Personal,Ingeniero Industrial,"Marcos Paz, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb724986b35b90a42324f6b433ba6bede,0.042365666600041596,es
589,opcionempleo::78608,opcionempleo,Ingeniero de Mantenimiento Planeado: Automatización PLC Siemens (Buenos Aires),Cerveceriaymalteriaquilmes,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar78608ba9469f54cf84f542e788b02559,0.04227260381923081,es
590,opcionempleo::jobadar29a54d1935ab19a046ee9a7095e75a64,opcionempleo,Líder de Operaciones (Buenos Aires),,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar29a54d1935ab19a046ee9a7095e75a64,0.04212543262456457,es
591,opcionempleo::907342,opcionempleo,Senior Data Scientist - Ml In Production (Hybrid),Grupo QuintoAndar,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar82b47b2ac5c8c320ae94f907342b0378,0.042094798294259106,es
592,linkedin::4400236862,linkedin,DevOps Engineer MS043KA,Coderio | Software Company,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4400236862,0.042085994135649285,es
593,linkedin::4399274125,linkedin,Senior DevOps Engineer MS043KA,Coderio | Software Company,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399274125,0.042085994135649285,es
594,opcionempleo::74217,opcionempleo,Sub Gerente (Caballito),SushiClub,Gerente de Operaciones,CABA,,https://www.opcionempleo.com.ar/jobad/are887d7b74217ec3b66ff03a0e15eb7c8,0.04205680945338962,es
595,opcionempleo::611694,opcionempleo,Jefe de Business Intelligence (Bi) -actuario (Buenos Aires),Hucap,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar611694c945fca0381e1c87af45279b21,0.042008045621924325,es
596,opcionempleo::830968,opcionempleo,Analista Jr De Control De Gestión Buenos Aires,Central Puerto,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9b2359fac830968bb1f6053adc20b3a2,0.04159322928384021,es
597,opcionempleo::jobadare9df7a3657eeac35be3cf904f53f3f63,opcionempleo,Analista Senior de Control de Gestión y RRHH (Argentina),Louis Dreyfus Company,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/are9df7a3657eeac35be3cf904f53f3f63,0.04155124367493117,es
598,opcionempleo::169211,opcionempleo,Senior Data Scientist Ml + Azure Remote Buenos Aires,Werben HR,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are83a38d169211bacabad5e94802c6c83,0.04148058450270087,es
599,opcionempleo::jobadar7ac5541cf01dc9f2417c047e939f2b90,opcionempleo,Asistente Administrativo y Finanzas – Impacto Global (Rosario),MEC Consultores,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar7ac5541cf01dc9f2417c047e939f2b90,0.041276505445055886,es
600,opcionempleo::080597,opcionempleo,Jr. International Execution Analyst Supply Chain (Buenos Aires),Louis Dreyfus Company,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar43c9d8b5a5c39f78deb27f7c080597c6,0.04126731484725078,es
601,opcionempleo::jobadar377e0b783d646a045e1963a249e9ae92,opcionempleo,Analista Supply Chain,Michael Page,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar377e0b783d646a045e1963a249e9ae92,0.0411466204704767,es
602,opcionempleo::96982,opcionempleo,Back Office Administrativo - Supply Chain Jr (Rosario),Cargill,Supply Chain,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/arcfe45ff6fb96982d8a9c628be27a63cb,0.04114237806914125,es
603,opcionempleo::967089,opcionempleo,Analista Contable SR para área de Finanzas (Buenos Aires),Mook's Recursos Humanos,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar25d9c6a967089f9b456928f4c4ff71b1,0.04107777914377376,es
604,opcionempleo::09788,opcionempleo,Operario de Logística,Adecco,Excel / VBA,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/are17fa09788c6bb0264e9f021e21c354b,0.040873760830572675,es
605,workana::configuracion-y-lanzamiento-completo-de-tienda-online-en-nextiendas-con-carga-de-productos,workana,Configuración y Lanzamiento Completo de Tienda Online en Nextiendas con Carga de Productos,Freelancer A. J. R.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/configuracion-y-lanzamiento-completo-de-tienda-online-en-nextiendas-con-carga-de-productos,0.04078346160412745,es
606,bumeran::1118210004,bumeran,Administrativo Contable (Compras),BAYTON,Compras / Procurement,"Billinghurst, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativo-contable-compras-bayton-1118210004.html,0.04074695937395441,es
607,bumeran::1118208325,bumeran,Administrativo/a (Area Contable /Compras ),BAYTON,Compras / Procurement,"Billinghurst, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativo-a-area-contable-compras--bayton-1118208325.html,0.04074695937395441,es
608,opcionempleo::09696,opcionempleo,Analista Sr de Control de Gestión (San Isidro),Be Enterprises,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ara09696a8566b1afd09285a6fc39143fb,0.04065511362535971,es
609,workana::especialista-en-ia-y-automatizacion-b2b,workana,Especialista en Ia y Automatización B2b (Revisar La Infografia Del Proyecto),Freelancer F.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/especialista-en-ia-y-automatizacion-b2b,0.0405374766552266,es
610,opcionempleo::85316640,opcionempleo,Analista de Compras Ssr en Villa Ortuza (Buenos Aires),Adecco,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5e1ea85316640cd3f65b4db990687918,0.04041141738321221,es
611,opcionempleo::07699581,opcionempleo,Business Intelligence & Sales Force Effectiveness Coordinator,AbbVie,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arac5484b5078c98d1d0a02f07699581f8,0.04039539297063372,en
612,opcionempleo::jobadar40d25b5f5cfb4bdc0e83a8365b26e9b7,opcionempleo,Junior - Data Scientist (Rosario),PwC,Data Scientist,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar40d25b5f5cfb4bdc0e83a8365b26e9b7,0.04026489801747048,es
613,opcionempleo::23555564,opcionempleo,Analista Ssr De Business Intelligence Buenos Aires (Argentina),Coppel,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/are544d6e15a21c5d23555564a3fb2adea,0.04020502393494561,es
614,workana::desarrollo-de-automatizacion-de-disenos-en-canva-para-e-commerce,workana,Desarrollo de Automatización de Diseños en Canva para E-commerce,Freelancer T.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-automatizacion-de-disenos-en-canva-para-e-commerce,0.04009049208964359,es
615,workana::implementacion-y-optimizacion-de-sistema-de-gestion-y-seguimiento-de-clientes,workana,Implementación y Optimización de Sistema de Gestión y Seguimiento de Clientes,Freelancer R. M. D.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/implementacion-y-optimizacion-de-sistema-de-gestion-y-seguimiento-de-clientes,0.03998259118759669,es
616,opcionempleo::85412,opcionempleo,Ingeniero/a de Proyecto (Buenos Aires),Grupo Clave,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb2b861ac0b4dfe85412dc8cbb1f4f59b,0.03998009672794285,es
617,workana::desarrollo-de-sistema-wordpress-para-gestion-y-venta-automatizada-de-fotos-deportivas,workana,Desarrollo de Sistema Wordpress para Gestión y Venta Automatizada de Fotos Deportivas,Freelancer M. C.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sistema-wordpress-para-gestion-y-venta-automatizada-de-fotos-deportivas,0.03981087907171098,es
618,workana::desarrollador-de-sistema-de-gestion-a-medida-administracion-y-crm-en-excel-o-appsheet,workana,Desarrollador de Sistema de Gestión a Medida (Administración y Crm) en Excel o Appsheet,Freelancer J. C. C.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-de-sistema-de-gestion-a-medida-administracion-y-crm-en-excel-o-appsheet,0.03953623088674737,es
619,workana::desarrollo-y-automatizacion-de-soluciones-tecnicas-para-optimizacion-de-procesos,workana,Desarrollo y Automatización de Soluciones Técnicas para Optimización de Procesos,Freelancer S. T.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-y-automatizacion-de-soluciones-tecnicas-para-optimizacion-de-procesos,0.03952468482679822,es
620,opcionempleo::460307,opcionempleo,Payments Optimization Senior Analyst,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0952e2e25b46b06db2fd427a460307ef,0.03946829379926289,es
621,opcionempleo::450435,opcionempleo,CRM Analyst,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arba073cf4cfcf0445caa450435a2c92ad,0.03944709475521472,es
622,workana::desarrollo-de-sistema-de-gestion-de-reservas-para-club-de-padel-con-web-y-bot-de-whatsapp,workana,Desarrollo de Sistema de Gestión de Reservas para Club de Pádel con Web y Bot de Whatsapp,Freelancer L.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sistema-de-gestion-de-reservas-para-club-de-padel-con-web-y-bot-de-whatsapp,0.03930193621527663,es
623,opcionempleo::261499,opcionempleo,Analista de Recupero de Mora,,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara261499b3680c3bff32eacdbd6246d0a,0.03927687438478053,es
624,opcionempleo::jobadar90f000bd8fc12d430e6173cf0ebd266f,opcionempleo,"Desarrollador Fullstack Sr- Python, React, AWS, PostgreSQL (Buenos Aires)",Cross Border Talents,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar90f000bd8fc12d430e6173cf0ebd266f,0.03920450704085187,es
625,workana::desarrollador-web-para-reparacion-y-optimizacion-de-sitio-en-html,workana,Desarrollador Web para Reparación y Optimización de Sitio en Html,Freelancer L.,BI / Analytics,Argentina,Remoto,https://www.workana.com/job/desarrollador-web-para-reparacion-y-optimizacion-de-sitio-en-html,0.039186230374548506,es
626,opcionempleo::24758,opcionempleo,Senior Python Developer for AI-Enabled Aerospace (Buenos Aires),KIU System Solutions,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8f08b0207e4f219bee4e24758bfd38db,0.03890963761445861,es
627,opcionempleo::812024,opcionempleo,Analista de Facturación y Cuenta Corriente,,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar482ba7b812024acc0afd31e2f413676d,0.03888102183827384,es
628,opcionempleo::6661265,opcionempleo,Técnico/a Mecánico/a,Rio Tinto,Continuous Improvement,Catamarca,,https://www.opcionempleo.com.ar/jobad/ar6661265cc51a63cd4736ba917f03b8ba,0.038835217205754995,es
629,opcionempleo::167429,opcionempleo,Data Scientist Buenos Aires (Argentina),Eym Consultora,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arce2fe3dd5f167429ffd077386da41167,0.038687625939344335,es
630,opcionempleo::1357814,opcionempleo,Gerente Supply Chain Jr Buenos Aires,BIOSINTEX,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbfb712ba49f1357814fe41ad201b2b26,0.03843039602740731,es
631,opcionempleo::137948238,opcionempleo,"Desarrollador Fullstack Sr- Python, React, AWS, PostgreSQL",Cross Border Talents,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0db3cd2f5105e5f5a137948238b06f30,0.03820600284824202,es
632,opcionempleo::jobadar0f5f1188d11be95f083d0f65c0570d09,opcionempleo,"Ing. Industrial o Estudiante, o Carreras Afines (Paternal)",Zivot,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ar0f5f1188d11be95f083d0f65c0570d09,0.038189881415224135,es
633,bumeran::1118185010,bumeran,PRUEBA Analista de Reportería (Excel) - Rubro: Fast Food - copia,Casin y Asociados S.R.L.,Excel / VBA,Apto discapacidad,Híbrido,https://www.bumeran.com.ar/empleos/prueba-analista-de-reporteria-excel-rubro-fast-food-copia-casin-y-asociados-s.r.l.-1118185010.html,0.038165189332876194,es
634,bumeran::1118162012,bumeran,Analista de Reportería (Excel) - Rubro: Fast Food,Casin y Asociados S.R.L.,Excel / VBA,Apto discapacidad,Híbrido,https://www.bumeran.com.ar/empleos/analista-de-reporteria-excel-rubro-fast-food-casin-y-asociados-s.r.l.-1118162012.html,0.03815132902635527,es
635,opcionempleo::52376,opcionempleo,Analista de Data Entry (Excel) - Rubro: Fast Food,Casin y Asociados S.R.L.,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar5294aeae0418cd52376f718d602c842e,0.03809671638163908,es
636,opcionempleo::jobadar284d2821eb33d05da2ad32cc8cfed71f,opcionempleo,Analista de Data Entry (Excel) - Rubro: Fast Food,Casin y Asociados,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar284d2821eb33d05da2ad32cc8cfed71f,0.03809671638163908,es
637,opcionempleo::85035,opcionempleo,Analista de Compras,IC Consultora de Recursos Humanos,Compras / Procurement,"Escobar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar85035c4aab84a8682cef59921ad1d474,0.03803354820559176,es
638,opcionempleo::jobadar4186dc2121fddfdf3dcbdfb3959b0505,opcionempleo,Ingenieros para cotizaciónes del rubro industrial,Nexo Group,Ingeniero Industrial,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar4186dc2121fddfdf3dcbdfb3959b0505,0.03799830336607249,es
639,opcionempleo::686152156,opcionempleo,Analista de Contabilidad y Reporting SSR - SBS Americas,Louis Dreyfus Company,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara94d60c686152156c70d317a33e764ab,0.037896215722591844,es
640,bumeran::1118155518,bumeran,"Operador control de calidad (Automotriz) - Zona Lima, Zárate",Grupo Gestión,Control de Gestión,"Zarate, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/operador-control-de-calidad-automotriz-zona-lima-zarate-grupo-gestion-1118155518.html,0.03756535472595267,es
641,opcionempleo::957507,opcionempleo,Ingeniero Mecanico/Industrial - CAD y Producción (La Rioja) (Argentina),FluxPose,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8c8f3175b46f957507c6e0cc55634c68,0.03752444586780906,es
642,opcionempleo::jobadar569faa4facf1deb4a6e88e60ae81cf4f,opcionempleo,Consultor Funcional Finanzas (Buenos Aires),Witbor,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar569faa4facf1deb4a6e88e60ae81cf4f,0.03749494254616136,es
643,bumeran::1118005218,bumeran,Gestor de Cobros- Excel avanzado,Evirtual SA,Excel / VBA,Apto discapacidad,Presencial,https://www.bumeran.com.ar/empleos/gestor-de-cobros-excel-avanzado-evirtual-sa-1118005218.html,0.037488019501367494,es
644,bumeran::1118225363,bumeran,ADMINISTRATIVA/O DE COMPRAS,Actualizado ayer,Compras / Procurement,"Munro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativa-o-de-compras-1118225363.html,0.03733124231561441,es
645,opcionempleo::jobadard9dce5e7f4f8184c959f9afb483bdd03,opcionempleo,Gerente De Producción Alimenticia Para Radicarse En Bariloche San Carlos De Bariloche,Chocolates Rapanui,Gerente de Operaciones,"San Carlos de Bariloche, Río Negro",,https://www.opcionempleo.com.ar/jobad/ard9dce5e7f4f8184c959f9afb483bdd03,0.037234787524016495,es
646,opcionempleo::14240,opcionempleo,Ingeniero/a Industrial (Buenos Aires),GESTION LABORAL,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are14240a51925f4a7747157d8dbde599d,0.03714615800440968,es
647,opcionempleo::83018,opcionempleo,Pasante de Gestión Comercial,Jugos Citric,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4a21d28ff83018b24505907439fc6f4a,0.03693093111246957,es
648,opcionempleo::69842,opcionempleo,Líder de Instrumentación y Control | Gestión de Proyectos (Victoria),PeCom,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ard4689ac1c3ec5fa69842e8787d479bf3,0.036858439352090724,es
649,opcionempleo::97443,opcionempleo,Analista Supply Chain IT con Inglés Avanzado (Buenos Aires),Cider,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arde1699f97443ad9c1ed68deae6735718,0.0367047876406514,es
650,opcionempleo::jobadarbe789c4382da54f69ad1148c0ee804ec,opcionempleo,Gerente de Obras-operaciones (Mendoza),Perfil Humano,Gerente de Operaciones,Mendoza,,https://www.opcionempleo.com.ar/jobad/arbe789c4382da54f69ad1148c0ee804ec,0.036645478212705154,es
651,bumeran::1118181259,bumeran,Analista de Compras Hospitalarias,Confidencial,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-hospitalarias-1118181259.html,0.03640353599733175,es
652,workana::desarrollo-de-sitio-web-informativo-para-asistente-financiero-por-whatsapp,workana,Desarrollo de Sitio Web Informativo para Asistente Financiero por Whatsapp,Freelancer J.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sitio-web-informativo-para-asistente-financiero-por-whatsapp,0.03621839417525867,es
653,opcionempleo::675438,opcionempleo,Gerente de Local Fast Food (Buenos Aires),Umano HR Consulting,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2a675438ffa03dfb1d4cb35ebdddacef,0.035845231110433085,es
654,opcionempleo::26942,opcionempleo,Soporte Administrativo de Ventas | Excel y Reportes (Rosario de Lerma),Nobis,Excel / VBA,"Rosario de Lerma, Salta",,https://www.opcionempleo.com.ar/jobad/ar50f1d28a26942e9d2ee3e32e8fe10066,0.03580737644147265,es
655,opcionempleo::902847,opcionempleo,Pasantía de Finanzas (Buenos Aires),Mabe Argentina,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9c902847cff1057f6e577c5130cfc3c4,0.035792600990333046,es
656,opcionempleo::01477,opcionempleo,Data entry,Adecco,Excel / VBA,Salta,,https://www.opcionempleo.com.ar/jobad/are4f8d01477fb3809059b6598fd606ce6,0.0357665290848349,es
657,opcionempleo::76012,opcionempleo,Customer Service Logistics Supply Chain Buenos Aires (Argentina),Newsan,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar281a76012b56aa09dd9790b1972f947d,0.03548550264287713,es
658,opcionempleo::72882,opcionempleo,Ingeniero/a Eléctrico/a (Buenos Aires),Grupo Clave,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5409ebb4b09f933eb9eeeb72882fc91e,0.035475327266117906,es
659,opcionempleo::76456678458,opcionempleo,Jefe De Compras Berisso,Voktio,Compras / Procurement,"Berisso, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb263a8bf76456678458a60ec2d480d30,0.03535625201537466,es
660,opcionempleo::52824,opcionempleo,Gerente de Local (Buenos Aires),Javier Aira y Andrea Aira Sociedad De Hecho,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7d730e424c33be7fecc52824bf8c9d34,0.03526582651319216,es
661,opcionempleo::50256,opcionempleo,Python Developer / Híbrido Parque Buenos Aires,ADN Recursos Humanos,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb3a50256dcb26c6e547604c8ed653b4e,0.03505834719404081,es
662,opcionempleo::505863,opcionempleo,Analista de Compras (Neuquén),Estudio Sánchez Salas,Compras / Procurement,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar8812c98d1155f505863e7dd6b0613ed0,0.0350155173219033,es
663,opcionempleo::60647,opcionempleo,Programador FSH/FHIR Senior en Salud | Python (Berazategui),DaBrein Solutions,Python Developer,"Berazategui, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb60647a2b59659d333339b73ad5506f7,0.03481782217518995,es
664,bumeran::1118209981,bumeran,Responsable de Compras,Consultora Tenoris,Compras / Procurement,"Baradero, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/responsable-de-compras-consultora-tenoris-1118209981.html,0.03463794617144824,es
665,bumeran::1118190895,bumeran,Analista de Finanzas,Mooks,Finanzas / CAPEX,"La Plata, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-finanzas-mooks-1118190895.html,0.034576826726985324,es
666,opcionempleo::jobadarf3d1e96a360f42c213da6c8082b743cc,opcionempleo,Administrativa con Excel Avanzado (Buenos Aires),CiclosRH Consulting,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf3d1e96a360f42c213da6c8082b743cc,0.03439922189724153,es
667,opcionempleo::jobadarc15fc7286cb29b5cfc2c046b5ab00d43,opcionempleo,GESTOR,Kando SRL,Excel / VBA,"General Roca, Río Negro",,https://www.opcionempleo.com.ar/jobad/arc15fc7286cb29b5cfc2c046b5ab00d43,0.03438917799423203,es
668,bumeran::1118213194,bumeran,Analista de compras,Confidencial,Compras / Procurement,CABA,Híbrido,https://www.bumeran.com.ar/empleos/analista-de-compras-1118213194.html,0.03437613339393811,es
669,opcionempleo::23305,opcionempleo,Programador Fsh/Fhir Senior En Salud | Python & Hl7,DaBrein Solutions,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard8e2c7c17d408f56a7f23305f39d45e2,0.03434790457359328,es
670,bumeran::1118197675,bumeran,Activador/a Compras (Pilar),Establecimiento Grafico Impresores S.A,Compras / Procurement,"Pilar, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/activador-a-compras-pilar-establecimiento-grafico-impresores-s.a-1118197675.html,0.03424826744506787,es
671,opcionempleo::jobadar62cc8bd09af8ed80d0f105da3eef1915,opcionempleo,"Senior Python & React Engineer - High-Impact, Agile",Lean Improvements,Python Developer,San Luis,,https://www.opcionempleo.com.ar/jobad/ar62cc8bd09af8ed80d0f105da3eef1915,0.034185162565539946,es
672,opcionempleo::2878744886,opcionempleo,Auxiliar administrativo facturación Con manejo de Excel,Flet 8,Excel / VBA,Córdoba,,https://www.opcionempleo.com.ar/jobad/arb2878744886f2d26f2e267dc53dbc573,0.03414403914650703,es
673,workana::desarrollo-de-plataforma-web-escalable-y-de-alto-rendimiento-para-empresa-automotriz,workana,Desarrollo de Plataforma Web Escalable y de Alto Rendimiento para Empresa Automotriz,Freelancer M. L.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-plataforma-web-escalable-y-de-alto-rendimiento-para-empresa-automotriz,0.0340276936881214,es
674,opcionempleo::252204,opcionempleo,Data Scientist (Buenos Aires),SOLUTIX,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/araebf252204f334809713c314bb275c57,0.03393198944491586,es
675,bumeran::1118202091,bumeran,Gerente de Administrción & Finanzas,Confidencial,Finanzas / CAPEX,"Vicente López, Buenos Aires",Híbrido,https://www.bumeran.com.ar/empleos/gerente-de-administrcion-finanzas-1118202091.html,0.0338080158483914,es
676,workana::desarrollo-de-plataforma-web-ezcuen-directorio-de-alojamientos-turisticos-en-calamuchita,workana,Desarrollo de Plataforma Web Ezcuen: Directorio de Alojamientos Turísticos en Calamuchita,Freelancer T. H.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-plataforma-web-ezcuen-directorio-de-alojamientos-turisticos-en-calamuchita,0.033746642473083024,es
677,opcionempleo::32429,opcionempleo,Analista De Supply Chain Alvear,NEO BIZ S. R. L.,Supply Chain,"Alvear, Corrientes",,https://www.opcionempleo.com.ar/jobad/arbc32429aa5da693ab4a6376c526a0b05,0.033699409417755385,es
678,opcionempleo::jobadar0f1c24cba5c4b608aa0977fc5d190f34,opcionempleo,Gerente de Operaciones - Se de Córdoba (2586) (Canals),,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar0f1c24cba5c4b608aa0977fc5d190f34,0.03365441987787988,es
