rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
658,linkedin::4460022448,linkedin,Desarrollador .NET,Grupo Hasar,Desarrollador Backend,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4460022448,0.03602572427960289,es
659,opcionempleo::68682,opcionempleo,Machine Learning Specialist,Pacifica Continental,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara00b7f440e68682db93fd707b0eacfde,0.03592001005035862,es
660,getonboard::software-development-engineer-healthatom-remote-d014,getonboard,Software Development Engineer,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/software-development-engineer-healthatom-remote-d014,0.03588334938636817,es
661,bumeran::1118431707,bumeran,Desarrollador Sr Frontend Developer (React),Evolucionar Consultora,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-sr-frontend-developer-react-evolucionar-consultora-1118431707.html,0.03581784936054338,es
662,opcionempleo::72647,opcionempleo,AI FullStack SR,Agnostic,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arff631e032fbd72647a3e4bd01c106eec,0.035758081283636015,es
663,getonboard::developer-backend-salesforce-marketing-cloud-bice-vida-santiago,getonboard,Developer Back-end & Salesforce Marketing Cloud,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/developer-backend-salesforce-marketing-cloud-bice-vida-santiago,0.035748430590037676,es
664,opcionempleo::2483047,opcionempleo,Sr. Software Engineer - Java/AWS (Córdoba),Coderio,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar25fb2483047cca93e8ced4655d5077df,0.035719553725480836,es
665,opcionempleo::929798,opcionempleo,Sr. Software Engineer - Java/AWS (Argentina),Coderio,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ard6ee7be1a6649ae76c31ceb929798abd,0.03570929313514006,es
666,bumeran::1118422626,bumeran,Instrumentista Programador/a PLC Zona Pilar,Grupo Gestión,Software Engineer,"Pilar, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/instrumentista-programador-a-plc-zona-pilar-grupo-gestion-1118422626.html,0.035687032859009954,es
667,linkedin::4454085107,linkedin,Sr. Software Engineer - Java/AWS,Coderio | Software Company,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4454085107,0.03556142017849909,es
668,getonboard::desarrollador-full-stack-node-js-angular-bc-tecnologia-remote-2c3b,getonboard,Desarrollador Full-Stack Node.js / Angular,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-full-stack-node-js-angular-bc-tecnologia-remote-2c3b,0.03552365012069813,es
669,opcionempleo::90431,opcionempleo,Data Analyst Ssr,GMA Consultores,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are7934ca869db90431ae192a66024f23a,0.0354667995626597,es
670,bumeran::1118430946,bumeran,Desarrollador BACKEND PYTHON +IA+Agentes Sr/ Software Financiero / REMOTO para ARGENTINA,Kaizen Recursos Humanos,Software Engineer,CABA,Remoto,https://www.bumeran.com.ar/empleos/desarrollador-backend-python-iaagentes-sr-software-financiero-remoto-para-argentina-kaizen-recursos-humanos-1118430946.html,0.035460751287380035,es
671,getonboard::arquitecto-de-datos-sector-financiero-devsu-quito,getonboard,Arquitecto de Datos Sector Financiero,,Data Analyst,Ecuador,Híbrido,https://www.getonbrd.com/jobs/arquitecto-de-datos-sector-financiero-devsu-quito,0.03513492211766505,es
672,getonboard::desarrollador-full-stack-java-bc-tecnologia-santiago,getonboard,Desarrollador Full-Stack Java,,Full Stack,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-full-stack-java-bc-tecnologia-santiago,0.03511477986511054,es
673,opcionempleo::jobadar7377f38a0779b731bac43b5bea6b5cb2,opcionempleo,Desarrollador Backend (Ssr) – Computer Vision & Ai / Python / Azure Openai,Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7377f38a0779b731bac43b5bea6b5cb2,0.03507104357570304,es
674,getonboard::arquitecto-de-datos-lisit-santiago,getonboard,Arquitecto de Datos,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/arquitecto-de-datos-lisit-santiago,0.03502695373871254,es
675,linkedin::4461945119,linkedin,Backend Engineer Sr – Node.js & AWS,Unify,Desarrollador Backend,Argentina,,https://www.linkedin.com/jobs/view/4461945119,0.034981902999820055,es
676,linkedin::4444408017,linkedin,Senior Data Scientist,Cashea,Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4444408017,0.034948191465284696,es
677,bumeran::1118392714,bumeran,Desarrollador/a Backend,Find Me,Software Engineer,"Rosario, Santa Fe",Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-a-backend-find-me-1118392714.html,0.0346279732198855,es
678,opcionempleo::892662403,opcionempleo,Sr. Software Engineer Java/Aws (Salta),,Software Engineer,Salta,,https://www.opcionempleo.com.ar/jobad/ardc45e5c892662403a447caa0b8c6502a,0.034563238844277706,es
679,opcionempleo::13617,opcionempleo,Machine Learning Engineer,Grupo Prominente,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar75c97bafe5ace58b13617f32bfb259a6,0.03455298238866323,es
680,linkedin::4456007063,linkedin,Software Engineer Java SSR - Core Foundation,Naranja X,Software Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4456007063,0.034341272346249584,es
681,opcionempleo::23082,opcionempleo,Desarrollador/A Backend,,Desarrollador Backend,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar76e00b3b0ce797bb23082d68713ba827,0.034235547344423196,es
682,opcionempleo::129982774,opcionempleo,AI Engineer / IA Data Engineer (Buenos Aires),Join ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6e8bb3f129982774a739a38afef66699,0.03422058392346154,es
683,opcionempleo::jobadar3af6d117d430c4b117b4b93dc55feaf7,opcionempleo,Ref. 20597 Machine Learning IA Enginerr Hibrido CABA Centro,ADN Recursos Humanos,Machine Learning Engineer,"Recoleta, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3af6d117d430c4b117b4b93dc55feaf7,0.03420760580093028,es
684,getonboard::data-engineer-financia-capital-santiago-46b9,getonboard,Data Engineer Sr,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/data-engineer-financia-capital-santiago-46b9,0.03417056415431629,es
685,opcionempleo::29093,opcionempleo,Ai Engineer / Ia Data Engineer Buenos Aires (Argentina),Join ready,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar959e863f41c82c8fa29093e4730a2f32,0.03414889468666789,es
686,linkedin::4459304968,linkedin,Desarrollador Backend Senior,VEMO,Desarrollador Backend,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4459304968,0.03407787726341713,es
687,bumeran::1118421638,bumeran,Desarrollador/a Web Senior UI/UX – Freelancer,DOBOHOMES,Software Engineer,Apto discapacidad,Presencial,https://www.bumeran.com.ar/empleos/desarrollador-a-web-senior-ui-ux--freelancer-dobohomes-1118421638.html,0.03394826642403195,es
688,getonboard::ia-engineer-rag-generative-ai-improving-south-america-remote,getonboard,IA Engineer RAG & Generative AI,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ia-engineer-rag-generative-ai-improving-south-america-remote,0.033763286053191684,es
689,getonboard::ingeniero-a-de-integracion-y-seguridad-de-datos-bc-tecnologia-santiago,getonboard,Ingeniero/a de Integración y Seguridad de Datos,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-de-integracion-y-seguridad-de-datos-bc-tecnologia-santiago,0.03370160315797134,es
690,opcionempleo::341127,opcionempleo,Desarrollador Buenos Aires,Grupo Taraborelli,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar52a13ac486bf0557e2551d2e341127aa,0.03367261343868601,es
691,opcionempleo::jobadar6c7a26e5c8c1e26c52fb312a32bd12cf,opcionempleo,Software Engineer Sr (Buenos Aires),Invertir en Bolsa,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6c7a26e5c8c1e26c52fb312a32bd12cf,0.03355700071745711,es
692,opcionempleo::jobadarcbdca12bc6e21f663aba0fe075cf739d,opcionempleo,"Backend (SR) – Java / Node.js / Alta Concurrencia (Híbrido, CABA) | 185432",Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcbdca12bc6e21f663aba0fe075cf739d,0.03351190135251525,es
693,getonboard::full-stack-developer-laboratorio-laboral-spa-santiago,getonboard,Full-Stack Developer,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/full-stack-developer-laboratorio-laboral-spa-santiago,0.03350366193198165,es
694,getonboard::desarrollador-full-stack-react-node-js-ia-latam-bc-tecnologia-remote,getonboard,Desarrollador Full-Stack – React | Node.js | IA (LATAM),,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-full-stack-react-node-js-ia-latam-bc-tecnologia-remote,0.033352059622451184,es
695,getonboard::senior-full-stack-nestjs-react-latam-bc-tecnologia-remote,getonboard,Senior Full-Stack NestJS React (LATAM),,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-nestjs-react-latam-bc-tecnologia-remote,0.03333565880555741,es
696,getonboard::desarrollador-a-full-stack-semi-senior-senior-timining-remote,getonboard,Desarrollador/a Full-Stack (Semi Senior / Senior),,Python Developer,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-a-full-stack-semi-senior-senior-timining-remote,0.03327408490213769,es
697,opcionempleo::5502376,opcionempleo,Data Engineer orientado a Azure (Parque Patricios),Estrategia RRHH,Data Engineer,"Parque Patricios, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara6d40c23f5502376e0f7c405a3975929,0.03304775100278234,es
698,opcionempleo::64736862197,opcionempleo,Bi Analyst: Drive Data-Driven Decisions For Latam Hub,L'Oréal,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar57ba7ba9afac2f1b2c64736862197a1e,0.0330398736528257,es
699,linkedin::4441020237,linkedin,Senior Financial Reporting Analyst para Assurant,Consejo Profesional de Ciencias Económicas de la Ciudad Autónoma de Buenos Aires,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4441020237,0.03294135020801415,en
700,bumeran::1118360815,bumeran,Desarrollador Web Fullstack,SESNICH - VILLALONGA CEREALES SA,Software Engineer,"Rosario, Santa Fe",Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-web-fullstack-sesnich-villalonga-cereales-sa-1118360815.html,0.03288844246246812,es
701,getonboard::software-engineer-grupo-lagos-santiago-b74d,getonboard,Software Engineer,,Software Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/software-engineer-grupo-lagos-santiago-b74d,0.032861810964021784,es
702,opcionempleo::jobadare8344a109ebf78afb038f5da0be5e132,opcionempleo,Primo - Software Engineer (Buenos Aires),Silver.dev,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are8344a109ebf78afb038f5da0be5e132,0.0328112043054501,es
703,opcionempleo::82623,opcionempleo,Desarrollador BACKEND PYTHON +IA+Agentes Sr/ Software Financiero / REMOTO para ARGENTINA,Kaizen Recursos Humanos,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7aa6658d53dd3c09e57f82623fb8b3e6,0.032726416513665035,es
704,getonboard::arquitecto-a-empresarial-y-datos-lisit-santiago,getonboard,Arquitecto/a Empresarial y Datos,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/arquitecto-a-empresarial-y-datos-lisit-santiago,0.032682717329747084,es
705,linkedin::4458635073,linkedin,Full Stack Engineer (Python),"NTT DATA, Inc.",Python Developer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4458635073,0.03267941474691453,es
706,jobrapido::1395323993447202816,jobrapido,FinTech NLP ML Engineer: Python & Document Processing (Buenos Aires),Werben Hr,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/1395323993447202816?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52649065%252Ffintech-nlp-ml-engineer-python-document-processing-buenos-aires&w=Python&p=4,0.032594681880698695,en
707,opcionempleo::319441,opcionempleo,Senior Python Developer,Accusys Technology,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar319441c9109b1f5e9e6dc8846b2e09be,0.03255825130403928,es
708,getonboard::tech-lead-engineer-checkr-santiago,getonboard,Tech Lead Engineer,,Ingeniero de Datos,Chile,Híbrido,https://www.getonbrd.com/jobs/tech-lead-engineer-checkr-santiago,0.03252656057907806,es
709,adecco::de15cb5b-cb29-4556-b4de-51bbab6c1ef9,adecco,Dev Python con AI SR,Adecco Argentina,Python Developer,CABA,Híbrido,https://empleo.adecco.com.ar/Opportunities/Opportunity.aspx?oppId=de15cb5b-cb29-4556-b4de-51bbab6c1ef9,0.032524340098028154,es
710,opcionempleo::jobadarba1427a84bfb9fdf9d7b38a3e54b40b7,opcionempleo,LT Data Integration Engineer + Inglés (Buenos Aires),Join ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arba1427a84bfb9fdf9d7b38a3e54b40b7,0.032349367675964046,es
711,opcionempleo::663404,opcionempleo,Digital Marketing & Growth Analyst (eCommerce & CRO) (Buenos Aires),Rehire,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3bdbd4e663404f6c6a39852c240433d1,0.03234788389568795,es
712,opcionempleo::14144,opcionempleo,Desarrollador Backend Python Con Ia Sr/ Multinacional De Software Financiero / Remoto Para Argentina,,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar14144ea89fc72c219f5677cf432de773,0.03232496325358948,es
713,opcionempleo::41576826,opcionempleo,Data Engineer Sr. (Argentina),Flux IT,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9fb1d3d41576826f705eafaf433598c9,0.03231706095682196,es
714,linkedin::4435115739,linkedin,Software Engineer II - Flights,Despegar,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4435115739,0.03224901784761024,es
715,jobrapido::5035440168446722048,jobrapido,Fintech Nlp Ml Engineer: Python (Buenos Aires),Reconocida empresa,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/5035440168446722048?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52671763%252Ffintech-nlp-ml-engineer-python-buenos-aires&w=Python&p=4,0.03223618280260576,en
716,opcionempleo::521209,opcionempleo,Ref. 21425 Desarrollador Senior .NET Belgrano CABA Presencial,ADN Recursos Humanos,Desarrollador Full Stack,"Belgrano, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcb521209e1bc83bdaa3b73691bb2596a,0.032227838581495846,es
717,getonboard::senior-fullstack-node-js-gcp-bc-tecnologia-santiago,getonboard,Senior Full-Stack Node.js/GCP,,Full Stack,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-fullstack-node-js-gcp-bc-tecnologia-santiago,0.03220930047746049,es
718,opcionempleo::59143170,opcionempleo,Desarrollador Backend Python Con Ia Sr/ Multinacional De Software Financiero / Remoto Para Argentina Buenos Aires,,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfaf48dddeb60a165c1ea59143170ec27,0.0321899714473297,es
719,getonboard::devops-engineer-dynamic-devs-santiago-5e8d,getonboard,DevOps Engineer,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/devops-engineer-dynamic-devs-santiago-5e8d,0.03215583409793907,es
720,opcionempleo::31315,opcionempleo,Desarrollador Fullstack Java Y React Senior,C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7e31315dd96bbc89b52a4e361e61a841,0.032125836001990475,es
721,getonboard::ingeniero-software-senior-backend-checkr-santiago,getonboard,Ingeniero Software Senior Back-end,,Software Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-software-senior-backend-checkr-santiago,0.03211530031087269,es
722,opcionempleo::17233,opcionempleo,Full Stack developer (Argentina),Randstad,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/are4b9d4ecc82f0ac980ac9ae690d17233,0.03210681749029499,es
723,opcionempleo::jobadar999b5d0a153c6365bcb6f17e54b1c74b,opcionempleo,Desarrollador Fullstack Java Y React Senior (Buenos Aires),C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar999b5d0a153c6365bcb6f17e54b1c74b,0.03208355898294091,es
724,opcionempleo::56160,opcionempleo,Desarrollador/A Frontend Ssr/Sr,America Virtual S.A.,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1dada7e9bac38ff4dfca6960b56160d9,0.03205988484806105,es
725,opcionempleo::jobadar8995caf3a027c3ef04e1615efc451ae7,opcionempleo,"Technical Leader | PERL, Python o PHP (Comuna 1)",HnPatagonia,Python Developer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8995caf3a027c3ef04e1615efc451ae7,0.03192178029841629,es
726,opcionempleo::165274,opcionempleo,Desarrollador de Software Semi senior– Node.js & TypeScript (Buenos Aires),Join ready,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar61c165274bc105b6931c5cd0d7792abf,0.0319122819405714,es
727,opcionempleo::43891469,opcionempleo,Ai Engineer / Ia Data Engineer,Join Ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9d3f2c09fea2c43891469e738251d443,0.03189423774896672,es
728,linkedin::4434895612,linkedin,Desarrollador Web Fullstack,SV Matesur,Desarrollador Full Stack,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4434895612,0.031854492056191425,es
729,getonboard::ingeniero-a-qa-factor-it-santiago-b93e,getonboard,Ingeniero/a QA,,Ingeniero de Datos,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-qa-factor-it-santiago-b93e,0.03181541725694814,es
730,opcionempleo::72936249,opcionempleo,Desarrollador Ssr,GRUPO MULTI,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb761b4f55b8c7a72936249a1e75fb73e,0.03175066695544042,es
731,opcionempleo::8427798,opcionempleo,Desarrollador Ssr Benavidez,Grupo Multi,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/arcda5989f8427798e7f45aceae920b746,0.03165442012452988,es
732,opcionempleo::005222,opcionempleo,Desarrollador Backend Semi Senior (Retiro),Manpower,Desarrollador Backend,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6a2e9ad1f005222c14fcf84d1184d869,0.03160527021546706,es
733,getonboard::ai-engineer-improving-south-america-remote-9e0f,getonboard,AI Engineer,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ai-engineer-improving-south-america-remote-9e0f,0.03159329231481612,es
734,getonboard::tech-lead-neuralworks-santiago-dc0f,getonboard,Tech Lead AI Cloud,,Machine Learning,Chile,Híbrido,https://www.getonbrd.com/jobs/tech-lead-neuralworks-santiago-dc0f,0.03156668960540873,es
735,bumeran::1118383518,bumeran,Desarrollador BACKEND PYTHON con IA Sr/ Multinacional de Software Financiero / REMOTO para ARGENTINA,Kaizen Recursos Humanos,Software Engineer,CABA,Remoto,https://www.bumeran.com.ar/empleos/desarrollador-backend-python-con-ia-sr-multinacional-de-software-financiero-remoto-para-argentina-kaizen-recursos-humanos-1118383518.html,0.03150786736700605,es
736,getonboard::fullstack-c-net-react-freelance-4-meses-remoto-continuum-remote,getonboard,Full-Stack C#/.NET + React — Freelance 4 Meses,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/fullstack-c-net-react-freelance-4-meses-remoto-continuum-remote,0.03148039661668444,es
737,jobrapido::3859144833339752448,jobrapido,FinTech NLP ML Engineer: Python (Buenos Aires),Werben Hr,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/3859144833339752448?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52648436%252Ffintech-nlp-ml-engineer-python-buenos-aires&w=Python&p=4,0.031409951638396466,en
738,getonboard::ai-sales-engineer-factor-it-bogota,getonboard,AI Sales Engineer,,Machine Learning,Colombia,Híbrido,https://www.getonbrd.com/jobs/ai-sales-engineer-factor-it-bogota,0.03133152854367182,es
739,linkedin::4461184138,linkedin,Desarrollador FullStack SR,Agnostic | a cognitive AI company,Desarrollador Full Stack,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4461184138,0.031138961876505725,es
740,getonboard::especialista-en-big-data-sonda-santiago,getonboard,Especialista en Big Data,,Data Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/especialista-en-big-data-sonda-santiago,0.031100662359122407,es
741,linkedin::4463837266,linkedin,"Forward Deployed Engineer, Generative AI, Google Cloud (Spanish, English)",Google,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463837266,0.031094015156600957,en
742,getonboard::desarrollador-senior-backend-cloud-tcit-santiago,getonboard,Desarrollador Senior Back-end Cloud,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-senior-backend-cloud-tcit-santiago,0.03094197280320215,es
743,opcionempleo::jobadar8aa113ce350a7c37e9a6d2541e279aab,opcionempleo,Backend Developer (Buenos Aires),Cdl recruiters,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8aa113ce350a7c37e9a6d2541e279aab,0.03072693647142513,es
744,linkedin::4461916505,linkedin,Lead Data Analyst,EPAM Systems,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4461916505,0.03064519483259691,en
745,opcionempleo::14410,opcionempleo,Data Engineer Semi Senior Importante Multinacional Posición Remota Importante Multinacional Posición Remota San Nicolás (Argentina),C\u0026S informatica,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8a3b4c14410a40f8d5a6873ea592e924,0.030575538158658534,es
746,getonboard::data-scientist-neuralworks-santiago-083f,getonboard,Data Scientist,,Data Scientist,Chile,Híbrido,https://www.getonbrd.com/jobs/data-scientist-neuralworks-santiago-083f,0.03057363238646145,es
747,jobrapido::2137288733521608704,jobrapido,Senior NLP Scientist: Production-Ready LLMs (Buenos Aires),Sourceability,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/2137288733521608704?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52614416%252Fsenior-nlp-scientist-production-ready-llms-buenos-aires&w=Python&p=4,0.030572111577541066,en
748,opcionempleo::jobadar8aa33b06faf8c7979dad94cd4ef123a2,opcionempleo,Backend Developer (Santa Fe),Cdl recruiters,Desarrollador Backend,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar8aa33b06faf8c7979dad94cd4ef123a2,0.03052349672756221,es
749,opcionempleo::093363,opcionempleo,Desarrollador/a Backend Java SSR,Infosis,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar84e1797b7a6e1e9b093363e1630651b5,0.030515938141761872,es
750,getonboard::desarrollador-backend-java-fieldbeat-santiago,getonboard,Desarrollador Back-end Java,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-backend-java-fieldbeat-santiago,0.030448276714704875,es
751,linkedin::4461918519,linkedin,Senior Backend Developer,EPAM Systems,Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4461918519,0.03044215033326471,es
752,opcionempleo::jobadarc0bf15ddda54eea3b0530b2aa9934d82,opcionempleo,"AI Analyst – Agentic AI, Backend & Data Developer",NTT Data,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc0bf15ddda54eea3b0530b2aa9934d82,0.030432708846897895,es
753,jobrapido::1731612511020515328,jobrapido,Remote Data Scientist: NLP (Argentina),IV.AI,NLP Engineer,Remoto,,https://ar.jobrapido.com/jobpreview/1731612511020515328?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52765808%252Fremote-data-scientist-nlp-argentina&w=Python&p=4,0.030363859799814992,en
754,jobrapido::1642190742161981440,jobrapido,Senior Nlp Scientist: Production-Ready Llms & Ai (Buenos Aires),Sourceability,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/1642190742161981440?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52642384%252Fsenior-nlp-scientist-production-ready-llms-ai-buenos-aires&w=Python&p=4,0.030338905946753772,en
755,opcionempleo::jobadar8892a70c736cd7106c5c4ecffc2ff2cb,opcionempleo,Senior Ai Engineer (Python | Llm | Rag | Aws)- Inglés B2/C1,Rocket Stars,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8892a70c736cd7106c5c4ecffc2ff2cb,0.030313227256103678,es
756,opcionempleo::jobadar3f17f88d3cdd65e4e52c89a358b2f28a,opcionempleo,Cyber Security Software Engineer – Backend & Ai-Sec Focus,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3f17f88d3cdd65e4e52c89a358b2f28a,0.030249858347397705,es
757,opcionempleo::142084,opcionempleo,Senior Data & Reporting Analyst,GMA Consultores,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara7e84abdf84acc04d142084e87334fb4,0.030241811934294923,es
758,linkedin::4447176734,linkedin,Senior AI Engineer! (Python | LLM | RAG | AWS)- Inglés B2/C1,Rocket Stars,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4447176734,0.030112849703601004,es
759,opcionempleo::jobadarafddde76bb2ec95da28b4602e1989f32,opcionempleo,Desarrollador/a Mobile React Native Buenos Aires,Grupo Prominente,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arafddde76bb2ec95da28b4602e1989f32,0.030099119004021034,es
760,opcionempleo::jobadarea89a29dffd8f1a3938e5cbd7beab367,opcionempleo,Cyber Security Software Engineer – Backend (Buenos Aires),MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/area89a29dffd8f1a3938e5cbd7beab367,0.029983981505425687,es
761,linkedin::4464162471,linkedin,Developer Back end Java Sr.,Acciona IT,Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464162471,0.029884986535778327,es
762,opcionempleo::jobadard5ee83d7bcb27ce10a9095ab0605b013,opcionempleo,"Senior Data Platform Engineer - Gcp, Airflow & Dbt",Hires,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard5ee83d7bcb27ce10a9095ab0605b013,0.029849421921956294,es
763,getonboard::node-backend-engineer-semi-senior-prontopaga-santiago,getonboard,Node.js Back-end Engineer (Semi Senior),,Software Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/node-backend-engineer-semi-senior-prontopaga-santiago,0.029517652904875194,es
764,getonboard::node-backend-engineer-senior-prontopaga-santiago,getonboard,Node.js Back-end Engineer (Senior),,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/node-backend-engineer-senior-prontopaga-santiago,0.029517652904875194,es
765,zonajobs::2187688,zonajobs,Desarrolladores - Todo el país,Confidencial,Software Engineer,"Córdoba, Córdoba",Remoto,https://www.zonajobs.com.ar/empleos/desarrolladores-todo-el-pais-2187688.html,0.029244647844684737,es
