rank_final,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_final,similitud_embed,similitud_tfidf,rank_embed,rank_tfidf
192,linkedin::4462057135,linkedin,Data Scientist / AI Engineer,hiberus,NLP Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4462057135,0.46736515413765994,0.3331992,0.0699255464916983,320,147
193,opcionempleo::96479237,opcionempleo,Ingeniero de datos (Buenos Aires),ThinkBig HR,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7f96479237ac66abbca6c4d0696a3509,0.46663148018936423,0.3651787,0.0447261605437272,197,510
194,opcionempleo::jobadarccb79fbc2bcbb71c1947ba2ac9c2633b,opcionempleo,It And Operational Risk Sr Analyst,Naranja X,Data Analyst,Córdoba,,https://www.opcionempleo.com.ar/jobad/arccb79fbc2bcbb71c1947ba2ac9c2633b,0.46628453373314777,0.34687018,0.0586766389491846,272,268
195,getonboard::senior-cybersecurity-specialist-factor-it-santiago,getonboard,Senior Cybersecurity Specialist,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-cybersecurity-specialist-factor-it-santiago,0.46577813878704766,0.35940105,0.0486665275670849,223,432
196,getonboard::desarrollador-a-backend-bc-tecnologia-lima,getonboard,Desarrollador(a) Back-end,,Backend,Peru,Híbrido,https://www.getonbrd.com/jobs/desarrollador-a-backend-bc-tecnologia-lima,0.4654426514704913,0.3410132,0.0626855037509523,291,219
197,opcionempleo::68414,opcionempleo,Ingeniero De Confiabilidad De Área,Mars Uk,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar096ddce90c91c68414c74945ee06b749,0.46498192919519676,0.22615723,0.1512675850712747,1024,7
198,jobrapido::6981067225482395648,jobrapido,Desarrollador/a Full Stack | IA & Data (Buenos Aires),Empresa líder,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/6981067225482395648?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52762193%252Fdesarrollador-a-full-stack-ia-data-buenos-aires&w=Python&p=5,0.4646685348902022,0.3533082,0.0526916115521961,244,358
199,getonboard::ingeniero-de-operaciones-carvuk-santiago,getonboard,Ingeniero de Operaciones,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/ingeniero-de-operaciones-carvuk-santiago,0.464262339362417,0.3244004,0.0748063382890476,357,123
200,opcionempleo::jobadar309a0b614fc242cd27a9d05a0ced1558,opcionempleo,Data Scientist (SSR) – Python / LLMs / Hugging Face (Híbrido),Talent Connect,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar309a0b614fc242cd27a9d05a0ced1558,0.4633600176327638,0.36563948,0.0423377317462676,196,552
201,opcionempleo::2522622576,opcionempleo,Ingeniero/A De Proyectos Armx (Agregados & Hormigones),Lafarge Africa Plc,Ingeniero de Datos,Córdoba,,https://www.opcionempleo.com.ar/jobad/arf2522622576faaa3b02b8d716b2bddb8,0.4629575035683299,0.18793762,0.1795821141551763,1224,3
202,opcionempleo::691575006734105,opcionempleo,Ingeniero Senior General Rodriguez (General Rodríguez),12 PILARES,Ingeniero de Datos,"General Rodríguez, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar691575006734105f1184deea082f3c52,0.46230669556341975,0.2979005,0.0940956224497064,522,49
203,opcionempleo::072657,opcionempleo,Desarrollador/A Fullstack .Net Y React,Grupo Prominente,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8fc2411cbc67cb577f072657bfb78d6e,0.4622625195594608,0.38802007,0.0243393998470641,110,857
204,linkedin::4453731451,linkedin,Analista de Producto,Grupo Rotoplas,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4453731451,0.4617074521712251,0.28985733,0.0999467249570099,571,41
205,bumeran::1118428803,bumeran,Data Engineer GCP - Remoto - 1775,Aliantec,Data Engineer,"Buenos Aires, Buenos Aires",Remoto,https://www.bumeran.com.ar/empleos/data-engineer-gcp-remoto-1775-aliantec-1118428803.html,0.46146448934147105,0.35528874,0.0491691619658918,236,424
206,bumeran::1118392937,bumeran,Desarrollador PHP - Laravel Sr - Híbrido - 1819,Aliantec,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-php-laravel-sr-hibrido-1819-aliantec-1118392937.html,0.46056788079862965,0.36235592,0.0431441441977374,207,537
207,jobrapido::1395323993447202816,jobrapido,FinTech NLP ML Engineer: Python & Document Processing (Buenos Aires),Werben Hr,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/1395323993447202816?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52649065%252Ffintech-nlp-ml-engineer-python-document-processing-buenos-aires&w=Python&p=4,0.46043024891597784,0.37587988,0.0325946818806986,152,706
208,jobrapido::5035440168446722048,jobrapido,Fintech Nlp Ml Engineer: Python (Buenos Aires),Reconocida empresa,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/5035440168446722048?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52671763%252Ffintech-nlp-ml-engineer-python-buenos-aires&w=Python&p=4,0.46035143655361005,0.37627995,0.0322361828026057,145,715
209,opcionempleo::11152,opcionempleo,Software Engineer C++ (Rosario),Aliantec,Software Engineer,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/arde84d5af7ee9849fbda1bfa2d9c11152,0.4601913708596534,0.34311092,0.0578008493066966,287,279
210,opcionempleo::79449,opcionempleo,Ingeniero de Datos Cloud (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arfe674e79449e110aa8a874c53cfccf27,0.4595827153305877,0.3511981,0.0511654682081103,256,390
211,jobrapido::3859144833339752448,jobrapido,FinTech NLP ML Engineer: Python (Buenos Aires),Werben Hr,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/3859144833339752448?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52648436%252Ffintech-nlp-ml-engineer-python-buenos-aires&w=Python&p=4,0.4594794160372919,0.3766478,0.0314099516383964,142,737
212,opcionempleo::jobadar9b1ca3747c56ed568fcd7e35bb15ca5f,opcionempleo,Desarrollador Java Full Stack (Senior) - (Remoto),Talent Connect,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9b1ca3747c56ed568fcd7e35bb15ca5f,0.4594670432930391,0.38127974,0.0278183666908889,123,790
213,opcionempleo::jobadar95dec5f2bb004cda0ab582b8ce0eedba,opcionempleo,Administrador de Redes de datos y Seguridad - Comunicaciones y Conectividad,Aceitera General Deheza,Ingeniero de Datos,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar95dec5f2bb004cda0ab582b8ce0eedba,0.4592349620141707,0.29322162,0.0958079870490868,546,45
214,opcionempleo::312305,opcionempleo,Ingeniero de Proyecto 212874 Permanente (San Luis),ManpowerGroup,Ingeniero de Datos,San Luis,,https://www.opcionempleo.com.ar/jobad/arcab312305f26382b845362ccc271bf9f,0.45883034274511686,0.29806775,0.0918070510601817,520,53
215,getonboard::ingeniero-devops-junior-transvip-santiago,getonboard,Ingeniero DevOps Junior,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-devops-junior-transvip-santiago,0.45839928233220084,0.35656896,0.0462748080693975,230,484
216,jobrapido::1642190742161981440,jobrapido,Senior Nlp Scientist: Production-Ready Llms & Ai (Buenos Aires),Sourceability,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/1642190742161981440?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52642384%252Fsenior-nlp-scientist-production-ready-llms-ai-buenos-aires&w=Python&p=4,0.45823721363452363,0.3770349,0.0303389059467537,139,754
217,opcionempleo::jobadar455fee7afd65b0a9c4cc62f4389fa1c1,opcionempleo,Desarrollador/a Backend Ssr,Grupo ST,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar455fee7afd65b0a9c4cc62f4389fa1c1,0.4581372973076832,0.35147274,0.0500552196085794,254,409
218,opcionempleo::jobadar4ee0bc43b3a52b6e86f30cc8be035ff3,opcionempleo,Ref 4916 Desarrolladores Javaee Spring MVC (Monserrat),Implementar Consultores,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/ar4ee0bc43b3a52b6e86f30cc8be035ff3,0.45781726833993885,0.36133778,0.0422235097091872,212,555
219,opcionempleo::929798,opcionempleo,Sr. Software Engineer - Java/AWS (Argentina),Coderio,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ard6ee7be1a6649ae76c31ceb929798abd,0.4575326035411312,0.36952844,0.03570929313514,178,665
220,jobrapido::2137288733521608704,jobrapido,Senior NLP Scientist: Production-Ready LLMs (Buenos Aires),Sourceability,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/2137288733521608704?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52614416%252Fsenior-nlp-scientist-production-ready-llms-buenos-aires&w=Python&p=4,0.4574926681215844,0.37613583,0.030572111577541,147,747
221,getonboard::machine-learning-engineer-neuralworks-santiago-37fc,getonboard,Machine Learning Engineer,,Data Scientist,Chile,Híbrido,https://www.getonbrd.com/jobs/machine-learning-engineer-neuralworks-santiago-37fc,0.4570475273080495,0.38186345,0.0258639668099304,121,825
222,opcionempleo::66297,opcionempleo,Data Scientist (Argentina),Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arda7ac4468c66297b4c0a511508c37843,0.4569310617994075,0.32287794,0.0714308617553915,364,137
223,opcionempleo::892662403,opcionempleo,Sr. Software Engineer Java/Aws (Salta),,Software Engineer,Salta,,https://www.opcionempleo.com.ar/jobad/ardc45e5c892662403a447caa0b8c6502a,0.4567537415369672,0.37038442,0.0345632388442777,174,678
224,jobrapido::9038955656664580096,jobrapido,Business Data Scientist - Marketing (Rosario),Accenture,NLP Engineer,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/9038955656664580096?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52525647%252Fbusiness-data-scientist-marketing-rosario&w=Python&p=4,0.45673513453495435,0.31792292,0.0751430502241336,382,120
225,opcionempleo::6207608,opcionempleo,Lead Analyst con IA Generativa y LLMs (Buenos Aires),NTT Data,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara8a4623bab6f6207608fcaeadaf9e966,0.45600026065081545,0.3363179,0.0604537555724837,313,249
226,getonboard::technical-solutions-manager-my-legal-academy-remote,getonboard,Technical Solutions Manager,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/technical-solutions-manager-my-legal-academy-remote,0.45580033056446057,0.41149378,0.002163269830369,69,1376
227,opcionempleo::jobadar336effb7087df70b01cc8f1b3f740fa5,opcionempleo,Ingeniero De Mejora Continua,Grupo Cepas,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar336effb7087df70b01cc8f1b3f740fa5,0.4556870303856545,0.23648348,0.1375047253459795,961,13
228,getonboard::desarrollador-a-backend-junior-inversiones-vertice-limitada-santiago,getonboard,Desarrollador/a Back-end Junior,,Python Developer,Chile,Remoto,https://www.getonbrd.com/jobs/desarrollador-a-backend-junior-inversiones-vertice-limitada-santiago,0.45554840760601245,0.35635892,0.0446666443263961,232,513
229,opcionempleo::56160,opcionempleo,Desarrollador/A Frontend Ssr/Sr,America Virtual S.A.,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1dada7e9bac38ff4dfca6960b56160d9,0.45523037546183115,0.37239698,0.032059884848061,167,724
230,opcionempleo::54870,opcionempleo,Programador/Desarrollador SAP Fiori Semi Senior (San Nicolás),C\u0026S informatica,Desarrollador Backend,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar91eea7349f54870db23bf120c1f68164,0.4550449787061061,0.3436731,0.0541694441970429,286,334
231,opcionempleo::788301,opcionempleo,Python Developer Ssr (Buenos Aires),Werben HR,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb8f8ba788301f3156767635648708c18,0.45451247521002286,0.36260962,0.0391868326971514,206,610
232,getonboard::desarrollador-a-full-stack-senior-nico-seguros-santiago,getonboard,Desarrollador/a Full-Stack Senior,,Full Stack,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-a-full-stack-senior-nico-seguros-santiago,0.4543291467168349,0.3577457,0.0428363588880947,225,545
233,linkedin::4443646116,linkedin,Desarrollador/a de Software – Transformación Digital,Securion,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4443646116,0.45412985429740244,0.32738745,0.0662018590722512,344,179
234,opcionempleo::59021,opcionempleo,SR People & Culture Data Analyst - Esquema híbrido 3,Michael Page,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar96bb5d59021a93200aab2d628d49b802,0.4540749469755989,0.35168052,0.0473713254186616,252,460
235,linkedin::4454085107,linkedin,Sr. Software Engineer - Java/AWS,Coderio | Software Company,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4454085107,0.4539906155597411,0.3668763,0.035561420178499,190,667
236,opcionempleo::8933320678,opcionempleo,Ingenieros/as para vendedor/a técnico/a (Parque Industrial y Tecnológico deFlorencio Varela) (Florencio Varela),Grupo Gestión,Ingeniero de Datos,"Florencio Varela, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar25c17d8933320678fd68ed92b7323bce,0.45381644888850875,0.36274302,0.0386513140721225,205,618
237,opcionempleo::71608,opcionempleo,Ingenieros/As En Machine Learning,Lovelytics,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar49a418ff3169a41e6527a71608c11672,0.45295051109283074,0.33811963,0.0571654910738906,300,292
238,opcionempleo::610736,opcionempleo,Ingeniero de Datos (SR) – Informatica Cloud / Cloudera / Python (Híbrido),Talent Connect,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0ac3e5aa610736aac11b4040f8680c9f,0.45288604724726766,0.32224625,0.0694072632571016,366,155
239,linkedin::4458009545,linkedin,Senior Software Engineer,Mercado Libre,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4458009545,0.4528578889026461,0.34801206,0.049453830968125,268,421
240,opcionempleo::30732673,opcionempleo,Ingenieros/As En Machine Learning (Buenos Aires),Lovelytics,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3fbd30732673dfadb465a450923b89cb,0.4526531382918809,0.33771902,0.0572907592289876,303,289
241,jobrapido::8293570816952500224,jobrapido,Senior NLP Scientist: Production-Grade LLMs (Trelew),Sourceability,NLP Engineer,Trelew,,https://ar.jobrapido.com/jobpreview/8293570816952500224?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53377343%252Fsenior-nlp-scientist-production-grade-llms-trelew&w=Python&p=4,0.45257649111357867,0.3777439,0.0262744500932265,134,816
242,jobrapido::4718128465654579200,jobrapido,Desarrollador Full Stack (Mendoza),Itrio,Desarrollador Full Stack,Mendoza,,https://ar.jobrapido.com/jobpreview/4718128465654579200?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53125446%252Fdesarrollador-full-stack-mendoza&w=Python&p=4,0.4521813774532004,0.35566458,0.0431126167637894,234,539
243,getonboard::ecommerce-manager-interfell-remote,getonboard,E-commerce Manager,,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/ecommerce-manager-interfell-remote,0.4517605912472662,0.3447243,0.0513161583373423,282,389
244,opcionempleo::4905117,opcionempleo,Ingeniero De Datos - Experiencia en Telecomunicaciones - Experiencia en Telecomunicaciones (Argentina),Novacor,Ingeniero de Datos,Argentina,,https://www.opcionempleo.com.ar/jobad/ar54f1ea468b3e4905117bb56336972112,0.45155856547356704,0.37643218,0.026657141522858,143,812
245,opcionempleo::jobadar81e4aad113bb4468d39e395c5f4701b1,opcionempleo,Machine Learning Engineer - Python / Remote LATAM (Argentina),Zarego,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar81e4aad113bb4468d39e395c5f4701b1,0.45123854607680464,0.38852656,0.0171005162300155,107,995
246,opcionempleo::2483047,opcionempleo,Sr. Software Engineer - Java/AWS (Córdoba),Coderio,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar25fb2483047cca93e8ced4655d5077df,0.4504448678653311,0.36382565,0.0357195537254808,202,664
247,opcionempleo::49530,opcionempleo,Desarrollador Fullstack Senior,C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb49a5cfd450cbd8dcb89b7f36f49530d,0.450387909436605,0.39003122,0.0154079754077527,101,1027
248,getonboard::ingeniero-senior-full-stack-khipu-remote-bd75,getonboard,Ingeniero Senior Full-Stack,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ingeniero-senior-full-stack-khipu-remote-bd75,0.4500753860047415,0.38506103,0.0190594835349096,113,952
249,opcionempleo::85626,opcionempleo,Ingeniero/a Analista de Costos Productivos con manejo en Base Datos (Área Metropolitana Córdoba),In.Corporate,Ingeniero de Datos,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9625dca094fe3107b6f441b85626d0de,0.44981091805960804,0.29791993,0.0863194568385811,521,80
250,opcionempleo::jobadarcbdca12bc6e21f663aba0fe075cf739d,opcionempleo,"Backend (SR) – Java / Node.js / Alta Concurrencia (Híbrido, CABA) | 185432",Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcbdca12bc6e21f663aba0fe075cf739d,0.44946852798933606,0.36589515,0.0335119013525152,195,692
251,opcionempleo::jobadarf38cb24f401dc028e2abb9cd6f1154c9,opcionempleo,GTM Senior Analyst (Buenos Aires),Fudo,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf38cb24f401dc028e2abb9cd6f1154c9,0.4487045718638477,0.31070983,0.0757362945987657,429,115
252,opcionempleo::6019182,opcionempleo,Ingeniero de Datos Jr. (Zárate),Toyota,Ingeniero de Datos,"Zárate, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ard5f3e750e6019182ed02ba2d493ae87e,0.4486537763699951,0.33145624,0.0596524944761752,327,254
253,opcionempleo::187652,opcionempleo,Desarrollador Ssr,GrupoMulti,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are2c187652c03dd3b876714d5d27f4770,0.4480129072426843,0.34669626,0.0474626933677062,273,459
254,jobrapido::812691751096549376,jobrapido,Senior Nlp Scientist: Production-Grade Llms (Chubut),Sourceability,NLP Engineer,Chubut,,https://ar.jobrapido.com/jobpreview/812691751096549376?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52773710%252Fsenior-nlp-scientist-production-grade-llms-chubut&w=Python&p=4,0.44684460342299726,0.37922233,0.0215704575868978,126,906
255,opcionempleo::jobadarcbe5c2bcac9abd20a946c0b3e209b861,opcionempleo,Ai Engineer - Ingeniero De Inteligencia Artificial,ThinkBig HR,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcbe5c2bcac9abd20a946c0b3e209b861,0.44668902986829784,0.38422397,0.0176038802451529,117,986
256,linkedin::4458310010,linkedin,AI Engineer - Argentina,Globant,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4458310010,0.44661444035856157,0.3912028,0.0121577783992116,99,1116
257,linkedin::4431709472,linkedin,AI Integrations Engineer (Open Source · Web Search),SearchApi,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4431709472,0.44625662750013406,0.38998064,0.0128811702903255,102,1091
258,linkedin::4461901875,linkedin,Senior/Lead AI Engineer,EPAM Systems,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4461901875,0.4460529790788563,0.38818228,0.014146140639216,109,1062
259,opcionempleo::5502376,opcionempleo,Data Engineer orientado a Azure (Parque Patricios),Estrategia RRHH,Data Engineer,"Parque Patricios, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara6d40c23f5502376e0f7c405a3975929,0.4459947493840665,0.36370653,0.0330477510027823,203,697
260,jobrapido::88579454904827904,jobrapido,Desarrollador Full Stack,Workmate SA,Desarrollador Full Stack,Remoto,,https://ar.jobrapido.com/jobpreview/88579454904827904?redirectTo=https%253A%252F%252Fremoteandtalent.com%252Fdevelopment%252Fdesarrollador-full-stack-workmate-sa-7884%253Futm_source%253Djobrapido%2526utm_campaign%253Dfeed&w=Python&p=3,0.44592210170579094,0.37691122,0.0227856811948891,140,884
261,getonboard::ingeniero-a-de-software-5-meses-agilistik-santiago,getonboard,Ingeniero/a de Software 5 Meses,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-de-software-5-meses-agilistik-santiago,0.4457219834961379,0.32166767,0.0654053290402026,370,188
262,opcionempleo::jobadar6b6fdeaf869b59d1ebdc30d508b3f1d2,opcionempleo,Desarrollador Fullstack (Senior) - React / Java (Híbrido,Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6b6fdeaf869b59d1ebdc30d508b3f1d2,0.445536778737574,0.3824545,0.0182573198666649,120,971
263,opcionempleo::jobadar3e7a215f7cd3c50c970a42b82d2422e4,opcionempleo,Ingeniero Eléctrico y de Automatización de Proyectos (req209387) - Eventual (Bahía Blanca),Manpower,Ingeniero de Datos,"Bahía Blanca, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3e7a215f7cd3c50c970a42b82d2422e4,0.44523674445414085,0.31840605,0.0676275807674104,380,166
264,getonboard::product-manager-chile-cumplo-santiago,getonboard,Product Manager – Chile,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/product-manager-chile-cumplo-santiago,0.4451940744344137,0.32874298,0.0596030201764257,334,257
265,getonboard::analista-de-control-siniestros-masivos-bnp-paribas-cardif-santiago,getonboard,Analista de Control Siniestros Masivos,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/analista-de-control-siniestros-masivos-bnp-paribas-cardif-santiago,0.4448913798172871,0.30377063,0.0787370307473801,463,102
266,jobrapido::8902124252086403072,jobrapido,Senior NLP Scientist: Production-Grade LLMs (Esquel),Sourceability,NLP Engineer,Esquel,,https://ar.jobrapido.com/jobpreview/8902124252086403072?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53208837%252Fsenior-nlp-scientist-production-grade-llms-esquel&w=Python&p=4,0.4448118730008825,0.3778317,0.0213839089337441,132,910
267,jobrapido::7043399707892121600,jobrapido,Senior NLP Scientist: Production-Grade LLMs (Comodoro Rivadavia),Sourceability,NLP Engineer,Comodoro Rivadavia,,https://ar.jobrapido.com/jobpreview/7043399707892121600?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53377342%252Fsenior-nlp-scientist-production-grade-llms-comodoro-rivadavia&w=Python&p=4,0.4439224732193097,0.37781203,0.0208467218021446,133,914
268,jobrapido::6851293036287098880,jobrapido,Senior NLP Scientist: Production-Grade LLMs (Puerto Madryn),Sourceability,NLP Engineer,Puerto Madryn,,https://ar.jobrapido.com/jobpreview/6851293036287098880?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53377336%252Fsenior-nlp-scientist-production-grade-llms-puerto-madryn&w=Python&p=4,0.4434239712774483,0.3773825,0.0208694450297911,136,913
269,linkedin::4455825056,linkedin,"Data Engineer, AI & Analytics",Power Digital Marketing,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4455825056,0.44317383198662114,0.38423774,0.0154099352238639,116,1026
270,getonboard::qa-lead-e-commerce-ingles-smith-remote,getonboard,QA Lead E-commerce (Inglés),,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/qa-lead-e-commerce-ingles-smith-remote,0.4427798911929856,0.39113927,0.009825293998211,100,1175
271,linkedin::4464373010,linkedin,Cloud AI Engineer,Netrix Global,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464373010,0.44240425071295375,0.38956052,0.0108135197831228,103,1149
272,getonboard::ingeniero-a-de-software-c-c-atentus-cordoba-buenos-aires-mendoza-santiago,getonboard,Ingeniero/a de Software C/C++,,Python Developer,"Chile, Argentina",Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-de-software-c-c-atentus-cordoba-buenos-aires-mendoza-santiago,0.44206133770587636,0.3285975,0.0577698394249899,336,280
273,opcionempleo::59556390,opcionempleo,Ingeniero de Planta Metalúrgica Industrial (req208537)- Permanente (Rosario),Manpower,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar59556390c5a0f5168ff141bc91d7fab4,0.4420176312969816,0.22283834,0.1395723971149134,1040,11
274,opcionempleo::jobadar53c173c969c331df0f9855c6bccda4b6,opcionempleo,Programador full stack SSR Django Phyton Gral Pacheco Presencial (Tigre),Yel,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/ar53c173c969c331df0f9855c6bccda4b6,0.44189016755789606,0.3525982,0.0390933121773679,247,612
275,getonboard::account-executive-creator-growth-salduu-remote,getonboard,Account Executive — Creator Growth,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/account-executive-creator-growth-salduu-remote,0.4418528731337864,0.32594854,0.0596899585786194,351,253
276,opcionempleo::37246,opcionempleo,Ingeniero De Proyecto,SLC - Recursos Humanos,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar04dd90ea35bbafd92b4c7a50b37246de,0.44156639333869296,0.26674512,0.1053198624719524,733,34
277,opcionempleo::3253891,opcionempleo,Ingeniero de Microsoft Teams Senior (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arafd57f9a4444b3253891e6b579ab2b6c,0.4413771455254046,0.3027283,0.0773608271445204,473,112
278,opcionempleo::jobadar45d4886c50bfb0acb2407babc1ae5577,opcionempleo,Desarrollador/A Fullstack (React + Node.Js),Aliancers,Desarrollador Backend,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar45d4886c50bfb0acb2407babc1ae5577,0.44058473189946423,0.37138355,0.0237475979528734,171,864
279,opcionempleo::41019,opcionempleo,"Desarrollador Fullstack (Senior) – React / Java (Híbrido, CABA)",Talent Connect,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar39f108b1fa0e2a1a3dd3aac407e41019,0.44030847989134037,0.37834728,0.0181879268749543,127,974
280,jobrapido::2043074262197075968,jobrapido,Desarrolladores Full Stack Senior o Semi Senior (Neuquén),Estudio Sanchez Salas y Asoc.,Desarrollador Full Stack,Neuquén,,https://ar.jobrapido.com/jobpreview/2043074262197075968?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53022410%252Fdesarrolladores-full-stack-senior-o-semi-senior-neuquen&w=Python&p=5,0.43903041693701716,0.3367553,0.0495753472531085,311,420
281,opcionempleo::4625647,opcionempleo,Data Scientist (Ssr) - Python / Llms / Hugging Face,Talent Connect,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc107cf0437fd6f0556b4625647f7b7bc,0.4382200458394249,0.3452101,0.0425302395944927,278,548
